,c_1,c_2,c_3,c_4,c_5,c_6,c_7
Minnesota-Stearns,-0.27540189027786255,0.11736774444580078,-0.1266050934791565,-0.05395868420600891,-0.12028729915618896,-0.0997985303401947,-0.008247800171375275
Minnesota-Steele,-0.28074371814727783,0.13988405466079712,-0.14404648542404175,-0.1102067232131958,-0.09885969012975693,-0.1853192150592804,0.06115492433309555
Minnesota-Stevens,-0.2529553771018982,-0.18382734060287476,0.005658112466335297,0.039952635765075684,-0.15962839126586914,-0.18945181369781494,-0.026832863688468933
Minnesota-Swift,-0.2813546657562256,-0.1385267972946167,0.09495771676301956,-0.012513309717178345,-0.027089472860097885,-0.14948230981826782,0.06720491498708725
Minnesota-Todd,-0.21615606546401978,-0.0019825100898742676,0.13030505180358887,-0.11245957016944885,0.05407749116420746,-0.02505958080291748,0.013134337961673737
Minnesota-Traverse,-0.3405035138130188,-0.33650046586990356,0.010423555970191956,0.10520660877227783,-0.0945143774151802,-0.05144515633583069,0.1584843099117279
Minnesota-Wabasha,-0.40313559770584106,-0.00023925304412841797,-0.08498065173625946,-0.07657253742218018,0.036668069660663605,-0.038884907960891724,0.016770370304584503
Minnesota-Wadena,-0.2263379991054535,0.08820390701293945,0.14465561509132385,-0.12801197171211243,-0.014632792212069035,-0.09353214502334595,-0.011955015361309052
Minnesota-Waseca,-0.3176889419555664,0.016265869140625,-0.04585235193371773,-0.06615662574768066,0.015397116541862488,-0.14506977796554565,0.01018127053976059
Minnesota-Washington,-0.42048758268356323,0.08221566677093506,-0.4851016104221344,0.06258812546730042,-0.05279657617211342,0.0433499813079834,-0.0039031431078910828
Minnesota-Watonwan,-0.1462002992630005,-0.06566441059112549,-0.04736466705799103,-0.19552597403526306,0.17181001603603363,-0.2002832293510437,0.005769319832324982
Minnesota-Wilkin,-0.35956764221191406,-0.15381374955177307,0.03643069416284561,-0.018995016813278198,0.03442643582820892,-0.06391251087188721,0.055022381246089935
Minnesota-Winona,-0.2772862911224365,0.08589345216751099,-0.05669110640883446,-0.061816394329071045,-0.16028684377670288,-0.1636439561843872,-0.027257747948169708
Minnesota-Wright,-0.41957348585128784,0.1614733338356018,-0.262624055147171,-0.08763891458511353,0.06517837941646576,0.11465436220169067,-0.0009632483124732971
Minnesota-Yellow Medicine,-0.3111835718154907,-0.15837514400482178,0.025048881769180298,-0.022984027862548828,-0.007321556098759174,-0.1077008843421936,0.05453794449567795
Mississippi-Adams,0.5844986438751221,0.3075560927391052,0.08379291743040085,0.35189515352249146,0.006796251516789198,-0.20911651849746704,0.21801349520683289
Mississippi-Alcorn,0.0036025047302246094,0.18422162532806396,0.14256593585014343,-0.032834917306900024,-0.07991339266300201,-0.06502839922904968,0.07811390608549118
Mississippi-Amite,0.3439863622188568,0.27607864141464233,0.22426483035087585,0.21779440343379974,0.3924631178379059,0.2207607626914978,-0.09310375154018402
Mississippi-Attala,0.36400172114372253,0.24204134941101074,0.16217070817947388,0.2591911554336548,0.25202131271362305,0.057269155979156494,-0.04390464723110199
Mississippi-Benton,0.20513251423835754,0.45147812366485596,0.08087796717882156,0.07454881072044373,0.2814677953720093,0.015537500381469727,0.15054169297218323
Mississippi-Bolivar,0.7490246295928955,0.20763272047042847,0.17272233963012695,0.5717025995254517,-0.0602409727871418,-0.16291961073875427,0.09866059571504593
Mississippi-Calhoun,0.23266524076461792,0.2619556784629822,0.23351705074310303,0.02276909351348877,0.1582002490758896,-0.11837723851203918,0.06984443217515945
Mississippi-Carroll,0.1642947494983673,0.17737460136413574,0.07153933495283127,0.22830505669116974,0.12645608186721802,0.037904202938079834,0.24779915809631348
Mississippi-Chickasaw,0.37654009461402893,0.43348658084869385,0.1868896782398224,0.1461096704006195,0.20238789916038513,-0.19496285915374756,0.053336359560489655
Mississippi-Choctaw,0.2616364061832428,0.19395512342453003,0.21935945749282837,0.16150160133838654,0.21431201696395874,0.16082066297531128,0.0535147562623024
Mississippi-Claiborne,1.0134479999542236,0.3672822117805481,0.20828089118003845,0.7033030986785889,2.4009495973587036e-05,-0.14533108472824097,0.1623547375202179
Mississippi-Clarke,0.21860525012016296,0.16672265529632568,0.12269366532564163,0.20494188368320465,0.2612866759300232,0.11208170652389526,-0.003468818962574005
Mississippi-Clay,0.5111738443374634,0.4151575565338135,0.09465398639440536,0.3625859320163727,0.11649804562330246,-0.20812752842903137,0.16794028878211975
Mississippi-Coahoma,0.8148877620697021,0.3036683201789856,0.1255609691143036,0.6560300588607788,0.07343459129333496,-0.15287643671035767,-0.017289817333221436
Mississippi-Copiah,0.47100621461868286,0.4197731018066406,0.059132225811481476,0.28384751081466675,0.16531962156295776,-0.021006464958190918,0.04254027456045151
Mississippi-Covington,0.3239024579524994,0.3294209837913513,0.19277656078338623,0.1031058132648468,0.1943211704492569,0.007618069648742676,0.04212159663438797
Mississippi-DeSoto,-0.09507173299789429,0.25061488151550293,-0.24670422077178955,0.08945554494857788,0.06661025434732437,-0.08591154217720032,0.07034068554639816
Mississippi-Forrest,0.3150084912776947,0.2604411840438843,-0.0007586292922496796,0.2446049451828003,-0.085931196808815,-0.11174967885017395,0.052433617413043976
Mississippi-Franklin,0.14975057542324066,0.19445842504501343,0.12675943970680237,0.19741499423980713,0.4706132113933563,0.22200042009353638,0.0739700123667717
Mississippi-George,-0.11319780349731445,0.19834959506988525,0.08357604593038559,-0.10682716965675354,0.2830422520637512,0.2402922511100769,0.025839366018772125
Mississippi-Greene,0.06776393949985504,0.13106846809387207,0.09457100182771683,0.16216932237148285,0.42662903666496277,0.3751884698867798,-0.13280260562896729
Mississippi-Grenada,0.25984489917755127,0.3867199420928955,0.09094954282045364,0.2040882259607315,0.11162606626749039,-0.27928397059440613,0.09471363574266434
Mississippi-Hancock,-0.022350609302520752,0.11607599258422852,0.09285730868577957,-0.04083403944969177,0.04303157702088356,0.16948139667510986,0.04969062656164169
Mississippi-Harrison,0.19172415137290955,0.14268958568572998,-0.0010451897978782654,0.13716700673103333,-0.10946667194366455,-0.04111024737358093,-0.043333619832992554
Mississippi-Hinds,0.5873100757598877,0.30862951278686523,-0.09306715428829193,0.5977529287338257,0.049394384026527405,-0.17494717240333557,0.12650924921035767
Mississippi-Holmes,1.002084493637085,0.5158671140670776,0.2762993276119232,0.5875208377838135,0.24147148430347443,-0.10765379667282104,0.03448101133108139
Mississippi-Humphreys,0.8829071521759033,0.3936192989349365,0.29332634806632996,0.5188359022140503,0.30434533953666687,-0.19830796122550964,0.004865683615207672
Mississippi-Issaquena,0.7528619766235352,0.4357724189758301,0.32493025064468384,0.387910395860672,0.13864167034626007,-0.17627426981925964,0.2722347676753998
Mississippi-Itawamba,-0.10081654787063599,0.19505679607391357,0.22826403379440308,-0.10971838235855103,0.07660418748855591,-0.025952517986297607,0.02683388441801071
Mississippi-Jackson,0.042301714420318604,0.1607198715209961,-0.06777011603116989,0.09810453653335571,0.031926464289426804,-0.0429958701133728,-0.08073993027210236
Mississippi-Jasper,0.38412460684776306,0.4233461618423462,0.10224392265081406,0.28618746995925903,0.28233981132507324,-0.13520941138267517,0.00046118348836898804
Mississippi-Jefferson,1.0641214847564697,0.3894606828689575,0.29945746064186096,0.7081892490386963,0.11905790120363235,-0.17595243453979492,0.192400723695755
Mississippi-Jefferson Davis,0.622612476348877,0.5823208093643188,0.15711870789527893,0.3138100206851959,0.26910197734832764,0.0006676912307739258,0.029830552637577057
Mississippi-Jones,0.1848650872707367,0.20817595720291138,0.09646103531122208,0.1370832771062851,0.01689963787794113,-0.12171909213066101,0.1225750520825386
Mississippi-Kemper,0.6179872155189514,0.2838287353515625,0.259206086397171,0.37040215730667114,0.37240293622016907,-0.05875122547149658,-0.005333028733730316
Mississippi-Lafayette,0.12214039266109467,-0.013960838317871094,0.01914624124765396,0.2880570590496063,-0.1754409819841385,-0.06598073244094849,0.0257553830742836
Mississippi-Lamar,-0.0528092086315155,0.1315399408340454,-0.15553322434425354,0.15073615312576294,-0.030811186879873276,0.03901064395904541,0.1057257428765297
Mississippi-Lauderdale,0.2891917824745178,0.29458731412887573,-0.04846575856208801,0.27243509888648987,0.010232795029878616,-0.15614914894104004,0.09790284186601639
Mississippi-Lawrence,0.17955780029296875,0.3090827465057373,0.11219292134046555,0.10805182158946991,0.32810869812965393,0.21345144510269165,0.08481093496084213
Mississippi-Leake,0.45376086235046387,0.2553712725639343,0.18386760354042053,0.2326042652130127,0.2814958989620209,0.05380779504776001,-0.10674672573804855
Mississippi-Lee,0.062048375606536865,0.3105798363685608,-0.041995204985141754,0.09883978962898254,-0.032343823462724686,-0.2179645597934723,0.10471457988023758
Mississippi-Leflore,0.8347694873809814,0.3575056791305542,0.1414686143398285,0.555174708366394,-0.029996808618307114,-0.24777314066886902,0.2957685887813568
Mississippi-Lincoln,0.19213557243347168,0.31725621223449707,0.08924811333417892,0.09575343132019043,0.09975895285606384,0.04457080364227295,0.23129430413246155
Mississippi-Lowndes,0.3185384273529053,0.28580379486083984,0.00044177472591400146,0.30125197768211365,0.000208965502679348,-0.1366996169090271,0.08794838935136795
Mississippi-Madison,-0.014926671981811523,0.1264163851737976,-0.3837052583694458,0.38088446855545044,0.04595259577035904,-0.09379196166992188,0.20552322268486023
Mississippi-Marion,0.2796781063079834,0.2911127209663391,0.14472907781600952,0.1350431591272354,0.1525515764951706,0.1684563159942627,0.14716818928718567
Mississippi-Marshall,0.2952350080013275,0.36744457483291626,0.01989256590604782,0.22962625324726105,0.24471546709537506,-0.08105117082595825,0.18111157417297363
Mississippi-Monroe,0.1459505259990692,0.3408939838409424,0.08939024060964584,0.10095566511154175,0.06408148258924484,-0.11643311381340027,0.06083659082651138
Mississippi-Montgomery,0.4348103702068329,0.28239870071411133,0.16678684949874878,0.30312931537628174,0.08938483148813248,-0.03321635723114014,0.18701642751693726
Mississippi-Neshoba,0.27909213304519653,0.044890522956848145,0.147498220205307,0.2060820311307907,0.022274568676948547,3.635883331298828e-06,-0.26897132396698
Mississippi-Newton,0.23408782482147217,0.0947340726852417,0.10935651510953903,0.26063042879104614,0.08232657611370087,0.06390351057052612,0.057614780962467194
Mississippi-Noxubee,0.7618135809898376,0.32422512769699097,0.2808639109134674,0.5102333426475525,0.3561316430568695,-0.09097275137901306,0.05184914916753769
Mississippi-Oktibbeha,0.3696526885032654,-0.011992871761322021,0.05538273602724075,0.4747059643268585,-0.18263131380081177,0.0076631903648376465,0.06701388210058212
Mississippi-Panola,0.30723366141319275,0.3918393850326538,-0.02700662612915039,0.3033415377140045,0.12356049567461014,-0.17761710286140442,0.1596514880657196
Mississippi-Pearl River,0.0696837306022644,0.2494484782218933,0.08902759104967117,-0.0074829161167144775,0.026253467425704002,0.2631745934486389,0.009292714297771454
Mississippi-Perry,0.07845951616764069,0.17932695150375366,0.15601369738578796,0.08537188172340393,0.0645657330751419,0.10365515947341919,0.08168923109769821
Mississippi-Pike,0.436646968126297,0.4036310911178589,0.06714750081300735,0.29761773347854614,0.11390981078147888,-0.16374844312667847,0.15161794424057007
Mississippi-Pontotoc,-0.057778000831604004,0.3480234742164612,0.039773501455783844,-0.11234429478645325,0.0748152807354927,-0.1615564525127411,0.08387816697359085
Mississippi-Prentiss,0.021903306245803833,0.2150890827178955,0.2110092043876648,-0.038880735635757446,0.04934703931212425,-0.01802968978881836,-0.004461534321308136
Mississippi-Quitman,0.9128814339637756,0.29612839221954346,0.27734047174453735,0.5970640182495117,0.03316162899136543,-0.007125377655029297,0.04342120140790939
Mississippi-Rankin,-0.16541790962219238,0.12370514869689941,-0.2606712579727173,0.15649959444999695,0.007541411090642214,0.026054739952087402,0.06557191163301468
Mississippi-Scott,0.44618117809295654,0.24831581115722656,0.18994444608688354,0.11955699324607849,0.24343989789485931,-0.09722164273262024,-0.10613979399204254
Mississippi-Sharkey,0.7061578631401062,0.23625481128692627,0.020236007869243622,0.6551668643951416,0.037200894206762314,-0.10260838270187378,-0.014515019953250885
Mississippi-Simpson,0.2901281714439392,0.3492029309272766,0.15552231669425964,0.1278374344110489,0.2650753855705261,0.1464647650718689,0.039047740399837494
Mississippi-Smith,0.09405504167079926,0.1913357377052307,0.20200547575950623,0.06481793522834778,0.210232213139534,0.05225163698196411,0.14747515320777893
Mississippi-Stone,0.07904282212257385,0.12590378522872925,0.13911432027816772,0.09369960427284241,0.09141872823238373,0.15065473318099976,-0.1522197425365448
Mississippi-Sunflower,0.8081194162368774,0.36408358812332153,0.15103670954704285,0.5662707686424255,0.05009632185101509,-0.2290470004081726,0.13462227582931519
Mississippi-Tallahatchie,0.5729833841323853,0.09801942110061646,0.0369429737329483,0.33141836524009705,0.06387246400117874,-0.022780120372772217,0.09057586640119553
Mississippi-Tate,0.10723985731601715,0.3001360297203064,-0.028581492602825165,0.1418863832950592,0.12445007264614105,0.036592066287994385,0.049874745309352875
Mississippi-Tippah,0.07739424705505371,0.28975772857666016,0.18751642107963562,-0.06086188554763794,0.061721671372652054,-0.08802103996276855,0.15194687247276306
Mississippi-Tishomingo,-0.11529427766799927,0.25559747219085693,0.19865480065345764,-0.18364807963371277,-0.05035161226987839,-0.08162915706634521,0.03811315447092056
Mississippi-Tunica,0.7196854948997498,0.49915528297424316,-0.029585104435682297,0.5700719356536865,-0.031094655394554138,-0.2840947210788727,-0.01874656230211258
Mississippi-Union,0.05337972939014435,0.32776176929473877,0.14694970846176147,-0.10826468467712402,0.04124143719673157,-0.08252266049385071,0.07530448585748672
Mississippi-Walthall,0.3920954167842865,0.3261059522628784,0.11455511301755905,0.24711209535598755,0.32267051935195923,0.24579960107803345,0.1696801781654358
Mississippi-Warren,0.3402438759803772,0.17362695932388306,-0.025236058980226517,0.42430800199508667,-0.04033637046813965,-0.19147539138793945,0.0784974917769432
Mississippi-Washington,0.786281406879425,0.3526814579963684,0.07902584224939346,0.5941507816314697,-0.0507676936686039,-0.2092086672782898,0.2061866819858551
Mississippi-Wayne,0.2852625846862793,0.28124409914016724,0.18243542313575745,0.15675339102745056,0.2621082067489624,-0.03106403350830078,0.15308991074562073
Mississippi-Webster,0.09071224927902222,0.12141603231430054,0.14097145199775696,0.14123500883579254,0.04663427546620369,0.1663190722465515,0.06955123692750931
Mississippi-Wilkinson,0.7816014289855957,0.26818686723709106,0.2225896716117859,0.6222642660140991,0.2807844579219818,0.16968798637390137,-0.05082530528306961
Mississippi-Winston,0.4479583203792572,0.26517748832702637,0.18210384249687195,0.329645037651062,0.22520509362220764,0.01843804121017456,-0.014395229518413544
Mississippi-Yalobusha,0.18682831525802612,0.3054431080818176,0.11108944565057755,0.1919667273759842,0.22965864837169647,-0.16807645559310913,-0.038999296724796295
Mississippi-Yazoo,0.6672289967536926,0.323433518409729,0.15023255348205566,0.4006410837173462,0.11136867105960846,0.02907615900039673,0.16718623042106628
Missouri-Adair,-0.07400107383728027,-0.03371673822402954,0.11154144257307053,0.031556665897369385,-0.27938786149024963,-0.038724929094314575,-0.010181277990341187
Missouri-Andrew,-0.3487056493759155,0.03737020492553711,-0.06911854445934296,-0.04361093044281006,-0.04540673643350601,-0.007975995540618896,0.017276354134082794
Missouri-Atchison,-0.2746194005012512,-0.10747933387756348,0.1081923171877861,0.005142927169799805,-0.08446410298347473,-0.05900391936302185,0.0034994855523109436
Missouri-Audrain,-0.046388179063797,0.0763353705406189,0.17727446556091309,-0.02511736750602722,-0.12821392714977264,-0.08304759860038757,-0.045799076557159424
Missouri-Barry,-0.03909745812416077,0.08623635768890381,0.21905899047851562,-0.17855998873710632,0.056625690311193466,-0.038953572511672974,-0.046680644154548645
Missouri-Barton,-0.10441544651985168,0.07627671957015991,0.18772926926612854,-0.11791107058525085,-0.10929149389266968,-0.015899837017059326,0.20053449273109436
Missouri-Bates,-0.14143520593643188,-0.009833872318267822,0.18836772441864014,-0.07453697919845581,0.04737650603055954,0.21899569034576416,-0.027247123420238495
Missouri-Benton,-0.10346508026123047,0.049126505851745605,0.21963953971862793,-0.08748731017112732,-0.07996365427970886,0.11658245325088501,0.01386367529630661
Missouri-Bollinger,-0.14559590816497803,0.11822575330734253,0.28193655610084534,-0.1976676881313324,0.23297017812728882,0.16366934776306152,-0.11075682193040848
Missouri-Boone,-0.12892287969589233,-0.055940330028533936,-0.1837204396724701,0.17226819694042206,-0.25039297342300415,-0.03831174969673157,0.032083846628665924
Missouri-Buchanan,-0.07480999827384949,0.2036494016647339,0.030258283019065857,-0.11229610443115234,-0.1544269323348999,-0.18777388334274292,-0.0743609219789505
Missouri-Butler,-0.03847348690032959,0.12495583295822144,0.16301101446151733,-0.04024171829223633,-0.2307436764240265,-0.11660495400428772,0.018828175961971283
Missouri-Caldwell,-0.22302383184432983,-0.03467106819152832,0.11037950962781906,-0.04590681195259094,0.11537212133407593,0.2717282772064209,-0.007823891937732697
Missouri-Callaway,-0.1586076021194458,0.0036042332649230957,0.04446844756603241,0.02112489938735962,-0.1135767251253128,0.03959935903549194,-0.05119498819112778
Missouri-Camden,-0.1299196481704712,0.07936710119247437,0.09423839300870895,-0.08283793926239014,-0.15525135397911072,0.04996442794799805,-0.049504756927490234
Missouri-Cape Girardeau,-0.13004249334335327,0.15241700410842896,-0.0421336367726326,-0.015626490116119385,-0.1994936317205429,-0.11042395234107971,0.026205740869045258
Missouri-Carroll,-0.20662301778793335,-0.07802468538284302,0.16389480233192444,-0.025320738554000854,0.01987435668706894,0.12384772300720215,0.061764247715473175
Missouri-Carter,-0.10374003648757935,-0.045996904373168945,0.25587135553359985,-0.04028549790382385,-0.09947721660137177,-0.008191227912902832,-0.03782045841217041
Missouri-Cass,-0.28486430644989014,0.13894397020339966,-0.17856931686401367,-0.06922835111618042,0.02158885821700096,0.08068710565567017,0.003096051514148712
Missouri-Cedar,-0.04673847556114197,0.05384469032287598,0.25719913840293884,-0.09320244193077087,-0.0885644182562828,0.1597701907157898,0.06738195568323135
Missouri-Chariton,-0.2200547158718109,-0.0001372694969177246,0.16694936156272888,-0.07647562026977539,-0.02028432860970497,0.006521999835968018,0.059961698949337006
Missouri-Christian,-0.2793949842453003,0.13950872421264648,-0.12271604686975479,-0.07980996370315552,-0.10919389128684998,0.08152103424072266,-0.008252091705799103
Missouri-Clark,-0.28052401542663574,0.04965066909790039,0.19304388761520386,-0.10874968767166138,0.07513999193906784,-0.007858335971832275,0.1063411757349968
Missouri-Clay,-0.26539015769958496,0.14923185110092163,-0.2780125141143799,-0.02779063582420349,-0.0887686237692833,-0.04472982883453369,-0.009995676577091217
Missouri-Clinton,-0.271304726600647,0.13456010818481445,-0.016384650021791458,-0.09310325980186462,0.08850523084402084,0.12963873147964478,-0.158037930727005
Missouri-Cole,-0.13780462741851807,-0.04624783992767334,-0.1046409159898758,0.17174138128757477,-0.175812229514122,-0.062355250120162964,0.007016636431217194
Missouri-Cooper,-0.15024277567863464,0.08812642097473145,0.05538967251777649,-0.03474089503288269,-0.06333450973033905,-0.012821614742279053,0.0007910504937171936
Missouri-Crawford,-0.09157723188400269,0.14642250537872314,0.2530691623687744,-0.15728989243507385,0.03072715550661087,0.11318212747573853,-0.09427529573440552
Missouri-Dade,-0.1440281867980957,-0.05239218473434448,0.1982106864452362,-0.052447110414505005,-0.0014217793941497803,0.13595956563949585,0.09313435107469559
Missouri-Dallas,-0.045411646366119385,0.17065632343292236,0.21508076786994934,-0.14911958575248718,0.03385934978723526,0.25085723400115967,-0.06525219231843948
Missouri-Daviess,-0.166293203830719,-0.1240743100643158,0.2385302484035492,-0.024979829788208008,0.03494958579540253,0.17596524953842163,-0.010376296937465668
Missouri-DeKalb,-0.05866405367851257,0.10969507694244385,0.10714029520750046,-0.023780345916748047,0.03794238343834877,0.020507454872131348,-0.00015463680028915405
Missouri-Dent,-0.04781055450439453,0.07780802249908447,0.27180877327919006,-0.1104397177696228,-0.06706827133893967,0.09598356485366821,-0.039640411734580994
Missouri-Douglas,-0.05694472789764404,0.2399563193321228,0.3007766604423523,-0.22959300875663757,0.07830788940191269,0.18471497297286987,-0.04012265056371689
Missouri-Dunklin,0.12654313445091248,0.13534343242645264,0.23799952864646912,-0.05365505814552307,-0.13534335792064667,-0.06832203269004822,0.01773449033498764
Missouri-Franklin,-0.2810189723968506,0.23180323839187622,-0.005168214440345764,-0.16954109072685242,0.045789267867803574,0.04394298791885376,-0.026423439383506775
Missouri-Gasconade,-0.21252226829528809,0.091799795627594,0.19219622015953064,-0.13636302947998047,0.07465006411075592,0.022038578987121582,-0.03624378889799118
Missouri-Gentry,-0.20980611443519592,-0.09371411800384521,0.1889106035232544,-0.02383407950401306,-0.033904336392879486,-0.01905190944671631,-0.05851630121469498
Missouri-Greene,-0.1380651593208313,0.16856378316879272,-0.06431664526462555,-0.0635928213596344,-0.2672201991081238,-0.08701413869857788,0.039236001670360565
Missouri-Grundy,-0.1484071910381317,-0.001184701919555664,0.20582571625709534,-0.06869369745254517,-0.12155097723007202,-0.08751127123832703,-0.013591527938842773
Missouri-Harrison,-0.16343724727630615,-0.05318254232406616,0.19430628418922424,-0.050270408391952515,-0.1334417313337326,-0.034522175788879395,0.05539903789758682
Missouri-Henry,-0.14178884029388428,0.05273169279098511,0.17279282212257385,-0.09849226474761963,-0.030407849699258804,-0.005636632442474365,0.034522973001003265
Missouri-Hickory,0.020488739013671875,0.06965804100036621,0.30742740631103516,-0.0936436653137207,-0.07933169603347778,0.2223656177520752,0.09146677702665329
Missouri-Holt,-0.30483925342559814,-0.10000461339950562,0.1345263123512268,-0.034010112285614014,0.017580978572368622,-0.0421409010887146,-0.009790755808353424
Missouri-Howard,-0.14773845672607422,-0.0317501425743103,0.10098391026258469,0.03054329752922058,-0.057933975011110306,0.06979328393936157,0.053084515035152435
Missouri-Howell,-0.06857633590698242,0.08235180377960205,0.25080710649490356,-0.12141457200050354,-0.18344628810882568,-0.03592991828918457,0.046572111546993256
Missouri-Iron,0.01829954981803894,0.12970751523971558,0.2943238914012909,-0.06969678401947021,-0.1539916694164276,0.1028333306312561,-0.098617322742939
Missouri-Jackson,0.08149710297584534,0.23110026121139526,-0.23747065663337708,0.11024390161037445,-0.10030357539653778,-0.08460879325866699,0.08720976859331131
Missouri-Jasper,-0.12373146414756775,0.1319584846496582,-0.005053263157606125,-0.12763217091560364,-0.1608697474002838,-0.14970076084136963,0.04784344881772995
Missouri-Jefferson,-0.2708202600479126,0.2512085437774658,-0.09271474182605743,-0.1435166299343109,-0.02448853850364685,0.13530880212783813,-0.055271975696086884
Missouri-Johnson,-0.10836371779441833,-0.031086266040802002,0.04777184873819351,0.031795233488082886,-0.11624978482723236,0.02321016788482666,-0.06957467645406723
Missouri-Knox,-0.169913649559021,-0.16782554984092712,0.24797722697257996,-0.03535810112953186,0.005374203436076641,0.10520178079605103,0.152491956949234
Missouri-Laclede,-0.12303102016448975,0.14708709716796875,0.195706307888031,-0.14117416739463806,-0.0774521753191948,-0.05873715877532959,-0.02838806062936783
Missouri-Lafayette,-0.23643910884857178,0.04364544153213501,0.02881632000207901,-0.0562557578086853,0.015761619433760643,0.057390809059143066,-0.07333452999591827
Missouri-Lawrence,-0.08261561393737793,0.037674129009246826,0.18563565611839294,-0.12745001912117004,-0.03438645973801613,-0.013964533805847168,-0.09234751760959625
Missouri-Lewis,-0.20924609899520874,0.03827017545700073,0.17116081714630127,-0.08526244759559631,0.05607296898961067,-0.033470988273620605,-0.16585016250610352
Missouri-Lincoln,-0.19428548216819763,0.3059045672416687,0.0105128213763237,-0.19943037629127502,0.11116594076156616,0.19011342525482178,-0.05018746107816696
Missouri-Linn,-0.18485873937606812,0.05132901668548584,0.1865748167037964,-0.12251424789428711,-0.058378856629133224,-0.11225852370262146,-0.030314132571220398
Missouri-Livingston,-0.1937786340713501,-0.039156198501586914,0.12851664423942566,-0.005996286869049072,-0.13060729205608368,-0.08070403337478638,0.056893207132816315
Missouri-McDonald,0.03250516951084137,0.2040589451789856,0.12212664633989334,-0.24024543166160583,0.10404285043478012,0.023929834365844727,-0.06712505221366882
Missouri-Macon,-0.06399887800216675,-0.011432945728302002,0.2565309703350067,-0.03294643759727478,-0.10077311843633652,0.03275322914123535,-0.07890971750020981
Missouri-Madison,-0.06556057929992676,0.16757458448410034,0.2426075041294098,-0.1129368245601654,-0.0803031250834465,0.10064965486526489,-0.09265627712011337
Missouri-Maries,-0.11749181151390076,0.14167922735214233,0.2354154884815216,-0.12176099419593811,0.07954593002796173,0.1474628448486328,-0.12302263081073761
Missouri-Marion,-0.141537606716156,0.10885941982269287,0.12534099817276,-0.06600159406661987,-0.11911852657794952,-0.1288004219532013,0.03548797219991684
Missouri-Mercer,-0.23406511545181274,-0.14432945847511292,0.22325968742370605,-0.018411636352539062,-0.02519846335053444,-0.013318061828613281,0.15877684950828552
Missouri-Miller,-0.07564288377761841,0.08641660213470459,0.17755192518234253,-0.08825331926345825,-0.1086173951625824,0.16169357299804688,-0.10916063189506531
Missouri-Mississippi,0.2774672508239746,0.1048007607460022,0.30391496419906616,0.11811354756355286,-0.10534457862377167,-0.11276093125343323,-0.022300072014331818
Missouri-Moniteau,-0.12799644470214844,-0.015724778175354004,0.10119693726301193,-0.009377896785736084,0.004903779365122318,0.09176421165466309,-0.1459154635667801
Missouri-Monroe,-0.16563719511032104,0.1240454912185669,0.16354674100875854,-0.09533271193504333,0.010562987066805363,0.040816664695739746,-0.08833563327789307
Missouri-Montgomery,-0.14872974157333374,0.11245089769363403,0.18105414509773254,-0.10351291298866272,-0.023600995540618896,0.09287422895431519,-0.010344445705413818
Missouri-Morgan,-0.03983554244041443,0.06231379508972168,0.24055418372154236,-0.11398732662200928,-0.1288624256849289,0.05780899524688721,-0.04353978484869003
Missouri-New Madrid,0.06193222105503082,0.17473530769348145,0.22352388501167297,0.005601614713668823,-0.09435483813285828,-0.19732457399368286,0.05714716762304306
Missouri-Newton,-0.1792396903038025,0.13223755359649658,-0.0026862695813179016,-0.12881234288215637,-0.06667933613061905,-0.085350900888443,-0.03366825729608536
Missouri-Nodaway,-0.04044914245605469,0.004811108112335205,0.2616317570209503,-0.04009708762168884,-0.22181656956672668,-0.1201392114162445,-0.034802719950675964
Missouri-Oregon,-0.00013566017150878906,0.05499905347824097,0.3719911575317383,-0.1152624785900116,-0.11767567694187164,0.03964722156524658,0.038403429090976715
Missouri-Osage,-0.32740867137908936,0.01284557580947876,0.041539229452610016,-0.05703413486480713,0.08947104215621948,0.06490570306777954,-0.17905279994010925
Missouri-Ozark,-0.04690462350845337,0.17011934518814087,0.28553593158721924,-0.18443700671195984,0.03906702995300293,0.1829625368118286,0.018737085163593292
Missouri-Pemiscot,0.2574324309825897,0.24888747930526733,0.23830005526542664,0.09474468231201172,-0.1137033998966217,-0.24234655499458313,0.039963625371456146
Missouri-Perry,-0.3421632647514343,0.13078457117080688,0.026664718985557556,-0.1650853455066681,0.11853670328855515,-0.08729025721549988,-0.04256250709295273
Missouri-Pettis,-0.10324227809906006,0.1407233476638794,0.09498929232358932,-0.15388748049736023,-0.07632458955049515,-0.1732531189918518,-0.003114067018032074
Missouri-Phelps,-0.11293184757232666,0.009316086769104004,0.021284736692905426,0.02906176447868347,-0.23559416830539703,-0.028539299964904785,-0.05366756021976471
Missouri-Pike,-0.15492811799049377,0.07218736410140991,0.11024918407201767,-0.07093310356140137,0.045704957097768784,-0.015307605266571045,0.017677269876003265
Missouri-Platte,-0.3253246545791626,0.09329754114151001,-0.3702947497367859,0.039587974548339844,-0.08830288052558899,-0.041625410318374634,0.0393829271197319
Missouri-Polk,-0.13943642377853394,0.016433298587799072,0.1433008313179016,-0.06679460406303406,-0.09381796419620514,0.10057485103607178,0.016443409025669098
Missouri-Pulaski,0.04388335347175598,-0.4427768290042877,0.029157385230064392,0.31589850783348083,-0.13145814836025238,0.1004285216331482,-0.06321309506893158
